elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
97.004394, 1.00099, 53402, 0, 15.0, 9, 18, 23, 2328, 17204, 0
98.02596, 1.021566, 41329, 5, 16.5, 10, 19, 25, 2451, 10260, 0
99.003539, 0.977579, 44222, 5, 16.1, 10, 19, 25, 2433, 10584, 0
100.005583, 1.002044, 49140, 5, 15.8, 10, 19, 24, 2378, 20194, 0
101.005246, 0.999663, 48891, 3, 15.4, 10, 18, 24, 2376, 20194, 0
102.004264, 0.999018, 43961, 5, 16.7, 10, 19, 25, 2456, 11563, 0
103.005114, 1.00085, 45446, 0, 17.3, 10, 19, 25, 2475, 17792, 0
104.004276, 0.999162, 44158, 5, 16.1, 9, 18, 24, 2396, 25335, 0
105.004846, 1.00057, 50668, 0, 20.1, 7, 11, 23, 2381, 344549, 0
106.004985, 1.000139, 45551, 5, 15.7, 9, 17, 23, 2386, 18240, 0
107.004842, 0.999857, 41846, 5, 14.6, 9, 17, 23, 2416, 8823, 0
108.00389, 0.999048, 53237, 5, 14.4, 9, 18, 24, 2372, 9671, 0
109.004157, 1.000267, 46861, 5, 24.6, 10, 18, 25, 2386, 586319, 0
110.022223, 1.018066, 47056, 5, 23.7, 10, 18, 25, 2346, 586319, 0
111.010252, 0.988029, 41876, 0, 16.2, 10, 19, 23, 2388, 11196, 0
112.005622, 0.99537, 48739, 0, 15.9, 10, 19, 24, 2369, 25038, 0
113.005678, 1.000056, 52617, 0, 28.5, 10, 19, 24, 2334, 549088, 0
114.00507, 0.999392, 45380, 0, 24.3, 10, 19, 24, 2393, 549088, 0
115.013687, 1.008617, 57323, 5, 16.3, 9, 17, 24, 2412, 11366, 0
116.141685, 1.127998, 52140, 5, 16.2, 10, 18, 24, 2378, 34073, 0
117.273515, 1.13183, 37541, 5, 15.5, 9, 17, 24, 2410, 34073, 0
118.080214, 0.806699, 44098, 5, 28.9, 9, 15, 24, 2396, 509437, 0
119.009668, 0.929454, 58827, 0, 22.3, 9, 16, 26, 2371, 509437, 0
120.174591, 1.164923, 38128, 0, 16.0, 10, 18, 26, 2373, 25184, 0
121.008316, 0.833725, 50694, 0, 15.9, 10, 19, 25, 2387, 25184, 0
122.069417, 1.061101, 46050, 0, 16.4, 10, 17, 25, 2471, 11176, 0
123.130698, 1.061281, 42252, 5, 16.3, 10, 19, 25, 2509, 10780, 0
124.072055, 0.941357, 41472, 5, 17.0, 10, 18, 24, 2538, 10780, 0
125.007275, 0.93522, 44878, 5, 16.0, 9, 18, 23, 2342, 10573, 0
126.008575, 1.0013, 50347, 4, 14.8, 10, 18, 23, 2349, 2705, 0
127.008149, 0.999574, 48404, 5, 15.9, 10, 19, 24, 2412, 25182, 0
128.004391, 0.996242, 51316, 0, 23.8, 10, 19, 24, 2371, 564769, 0
129.009577, 1.005186, 44613, 5, 31.5, 10, 19, 25, 2358, 564769, 0
130.007268, 0.997691, 48167, 0, 15.9, 10, 19, 24, 2360, 3074, 0
131.006672, 0.999404, 47396, 5, 16.1, 10, 19, 25, 2408, 9501, 0
132.029835, 1.023163, 42868, 5, 17.3, 10, 19, 28, 2506, 18384, 0
133.005745, 0.97591, 41618, 5, 17.4, 10, 19, 26, 2475, 22975, 0
134.003959, 0.998214, 54750, 5, 24.8, 10, 19, 25, 2387, 561826, 0
135.014542, 1.010583, 50836, 0, 29.8, 10, 19, 25, 2340, 561826, 0
136.069395, 1.054853, 47837, 0, 16.0, 10, 19, 25, 2385, 26435, 0
137.13655, 1.067155, 45375, 0, 16.5, 10, 20, 26, 2473, 26435, 0
138.119647, 0.983097, 46217, 0, 15.9, 10, 19, 24, 2397, 22768, 0
139.086137, 0.96649, 53038, 5, 21.4, 10, 19, 24, 2327, 418141, 0
140.176663, 1.090526, 32287, 0, 15.9, 10, 18, 24, 2341, 24532, 0
141.0229, 0.846237, 57358, 0, 16.5, 10, 16, 24, 2455, 28511, 0
142.151799, 1.128899, 42382, 0, 17.6, 10, 19, 26, 2523, 13297, 0
143.107058, 0.955259, 43797, 5, 25.8, 10, 19, 24, 3721, 529159, 0
144.096273, 0.989215, 43390, 0, 25.0, 10, 18, 25, 3320, 529159, 0
145.149513, 1.05324, 34824, 5, 15.5, 10, 18, 25, 116, 31098, 0
146.013061, 0.863548, 37010, 0, 24.7, 10, 20, 26, 94, 471505, 0
147.005677, 0.992616, 50380, 5, 23.1, 10, 19, 24, 3496, 471505, 0
148.002339, 0.996662, 50669, 0, 28.3, 9, 18, 23, 3520, 491649, 0
149.005476, 1.003137, 51303, 5, 28.0, 9, 18, 23, 4249, 491649, 0
150.002168, 0.996692, 47267, 0, 15.5, 10, 19, 23, 3427, 11702, 0
151.003588, 1.00142, 51772, 5, 15.2, 10, 19, 23, 3103, 11350, 0
152.006199, 1.002611, 45144, 0, 14.8, 10, 20, 25, 86, 5430, 0
153.002431, 0.996232, 42765, 5, 23.2, 10, 19, 24, 2360, 476562, 0
154.004095, 1.001664, 51843, 0, 22.5, 9, 18, 23, 2327, 476562, 0
155.002132, 0.998037, 46107, 5, 15.1, 9, 18, 23, 2347, 13008, 0
156.002258, 1.000126, 46846, 5, 15.2, 10, 19, 23, 2362, 23882, 0
157.004662, 1.002404, 50456, 5, 23.8, 10, 19, 24, 2416, 531409, 0
158.006639, 1.001977, 47210, 0, 23.8, 10, 19, 24, 2451, 531409, 0
159.004383, 0.997744, 46380, 5, 15.2, 10, 19, 23, 2352, 24156, 0
160.002946, 0.998563, 53329, 0, 21.0, 10, 19, 23, 2338, 398994, 0
161.022965, 1.020019, 48636, 5, 15.5, 10, 18, 23, 2353, 23851, 0
162.055758, 1.032793, 44569, 0, 16.1, 10, 20, 25, 2450, 27171, 0
163.043005, 0.987247, 44831, 5, 15.9, 10, 20, 25, 2404, 27171, 0
164.004839, 0.961834, 44487, 0, 15.8, 10, 19, 24, 2365, 25610, 0
165.004082, 0.999243, 50386, 5, 15.4, 10, 19, 24, 2383, 9886, 0
166.002924, 0.998842, 45731, 5, 15.0, 10, 19, 24, 2372, 5861, 0
167.001615, 0.998691, 51303, 5, 16.3, 10, 19, 24, 2387, 10937, 0
168.018313, 1.016698, 45413, 5, 15.6, 10, 19, 24, 2374, 11201, 0
169.001649, 0.983336, 49235, 5, 15.9, 10, 19, 25, 2387, 25314, 0
170.004022, 1.002373, 44370, 5, 15.9, 10, 19, 25, 2418, 25314, 0
171.004354, 1.000332, 46768, 5, 16.0, 10, 20, 25, 2432, 16350, 0
172.004127, 0.999773, 51218, 0, 15.7, 10, 19, 25, 2349, 24013, 0
173.005177, 1.00105, 46995, 0, 16.1, 10, 19, 25, 2328, 24013, 0
174.003488, 0.998311, 46158, 5, 15.7, 10, 19, 25, 2392, 22786, 0
175.004409, 1.000921, 38577, 5, 16.3, 10, 18, 25, 2498, 7477, 0
176.004734, 1.000325, 44640, 1, 15.2, 10, 16, 25, 2504, 7049, 0
177.004738, 1.000004, 36828, 1, 15.8, 10, 20, 26, 2541, 11592, 0
178.004813, 1.000075, 49908, 2, 15.7, 10, 16, 27, 2510, 13463, 0
179.004496, 0.999683, 53797, 2, 23.8, 9, 16, 24, 2413, 605414, 0
180.047057, 1.042561, 48246, 5, 25.1, 10, 18, 24, 2407, 605414, 0
181.068782, 1.021725, 44865, 5, 21.9, 10, 18, 24, 2390, 437337, 0
182.052784, 0.984002, 54659, 0, 16.7, 9, 17, 26, 2451, 25997, 0
183.169678, 1.116894, 32243, 0, 18.5, 10, 19, 26, 2489, 25997, 0
184.187183, 1.017505, 0, 5, 17.0, 10, 19, 25, 2408, 25710, 0
